Temperature (degC), Heater (%), error
3.958944281524926367e+01,1.000000000000000000e+02,1.041055718475073633e+01
3.958944281524926367e+01,8.808121504336546082e+01,1.041055718475073633e+01
4.056695992179863453e+01,4.419404885602902766e+01,9.433040078201365475e+00
4.105571847507331285e+01,0.000000000000000000e+00,8.944281524926687155e+00
4.105571847507331285e+01,3.574758207214154027e+01,8.944281524926687155e+00
4.056695992179863453e+01,8.594926513726468897e+01,9.433040078201365475e+00
4.105571847507331285e+01,4.901607196549102241e+01,8.944281524926687155e+00
4.105571847507331285e+01,2.033120509787479691e+01,8.944281524926687155e+00
4.105571847507331285e+01,4.370221002756900219e+01,8.944281524926687155e+00
4.105571847507331285e+01,3.553392073671263773e+01,8.944281524926687155e+00
4.105571847507331285e+01,3.239338201865911060e+01,8.944281524926687155e+00
4.154447702834799827e+01,2.903475185095168953e+01,8.455522971652001729e+00
4.203323558162267659e+01,0.000000000000000000e+00,7.966764418377323409e+00
4.252199413489736202e+01,0.000000000000000000e+00,7.478005865102637983e+00
4.252199413489736202e+01,0.000000000000000000e+00,7.478005865102637983e+00
4.252199413489736202e+01,7.611331441674236942e+01,7.478005865102637983e+00
4.252199413489736202e+01,7.989368827802398698e+01,7.478005865102637983e+00
4.301075268817204744e+01,7.260861505511039127e+01,6.989247311827952558e+00
4.349951124144672576e+01,0.000000000000000000e+00,6.500488758553274238e+00
4.349951124144672576e+01,0.000000000000000000e+00,6.500488758553274238e+00
4.349951124144672576e+01,4.878393455865906958e+01,6.500488758553274238e+00
4.301075268817204744e+01,6.336864955543683209e+01,6.989247311827952558e+00
4.447702834799608951e+01,8.005336135830471278e+01,5.522971652003910492e+00
4.496578690127077493e+01,0.000000000000000000e+00,5.034213098729225067e+00
4.496578690127077493e+01,0.000000000000000000e+00,5.034213098729225067e+00
4.447702834799608951e+01,1.220984406511752596e+01,5.522971652003910492e+00
4.447702834799608951e+01,1.000000000000000000e+02,5.522971652003910492e+00
4.496578690127077493e+01,5.789377032306306603e+01,5.034213098729225067e+00
4.545454545454545325e+01,0.000000000000000000e+00,4.545454545454546746e+00
4.496578690127077493e+01,0.000000000000000000e+00,5.034213098729225067e+00
4.496578690127077493e+01,1.000000000000000000e+02,5.034213098729225067e+00
4.496578690127077493e+01,6.268822723920621343e+01,5.034213098729225067e+00
4.545454545454545325e+01,5.627445595594510763e+01,4.545454545454546746e+00
4.545454545454545325e+01,0.000000000000000000e+00,4.545454545454546746e+00
4.692082111436950242e+01,1.496986724724837536e+01,3.079178885630497575e+00
4.545454545454545325e+01,0.000000000000000000e+00,4.545454545454546746e+00
4.496578690127077493e+01,1.000000000000000000e+02,5.034213098729225067e+00
4.594330400782013868e+01,1.000000000000000000e+02,4.056695992179861321e+00
4.692082111436950242e+01,4.090133508643177862e+01,3.079178885630497575e+00
4.740957966764418785e+01,1.447926107027409692e+01,2.590420332355812150e+00
4.740957966764418785e+01,1.872537096381615385e+01,2.590420332355812150e+00
4.692082111436950242e+01,4.204084213444996010e+01,3.079178885630497575e+00
4.692082111436950242e+01,7.681608117911808620e+01,3.079178885630497575e+00
4.789833822091886617e+01,4.544551871954293887e+01,2.101661779081133830e+00
4.838709677419355160e+01,1.748443828042990233e+01,1.612903225806448404e+00
4.887585532746822992e+01,1.639372432983927297e+01,1.124144672531770084e+00
4.789833822091886617e+01,1.935262535606083034e+01,2.101661779081133830e+00
4.838709677419355160e+01,5.160268230474082429e+01,1.612903225806448404e+00
4.838709677419355160e+01,2.977717220013022725e+01,1.612903225806448404e+00
4.887585532746822992e+01,3.013968204587920141e+01,1.124144672531770084e+00
4.838709677419355160e+01,2.856489544963294946e+01,1.612903225806448404e+00
4.887585532746822992e+01,3.711754159203281489e+01,1.124144672531770084e+00
4.838709677419355160e+01,3.170788238634775880e+01,1.612903225806448404e+00
4.887585532746822992e+01,3.974172049016698338e+01,1.124144672531770084e+00
4.936461388074291534e+01,2.774364624007811742e+01,6.353861192570846583e-01
4.887585532746822992e+01,3.360111312914534665e+01,1.124144672531770084e+00
4.985337243401760077e+01,2.637356911150848759e+01,1.466275659823992328e-01
4.887585532746822992e+01,4.246345852033288537e+01,1.124144672531770084e+00
4.936461388074291534e+01,4.734277819488637107e+01,6.353861192570846583e-01
4.936461388074291534e+01,4.420019384453715361e+01,6.353861192570846583e-01
4.985337243401760077e+01,3.764457596439156362e+01,1.466275659823992328e-01
4.985337243401760077e+01,4.087288883385082983e+01,1.466275659823992328e-01
4.985337243401760077e+01,4.124117307457001402e+01,1.466275659823992328e-01
5.034213098729227909e+01,3.354355693157263119e+01,-3.421309872922790873e-01
5.034213098729227909e+01,3.594299981092667196e+01,-3.421309872922790873e-01
5.083088954056695741e+01,2.892063997260214236e+01,-8.308895405669574075e-01
5.034213098729227909e+01,3.604032048695695778e+01,-3.421309872922790873e-01
5.034213098729227909e+01,3.453937593421865415e+01,-3.421309872922790873e-01
5.034213098729227909e+01,3.379295876574740731e+01,-3.421309872922790873e-01
5.034213098729227909e+01,3.372018309398070102e+01,-3.421309872922790873e-01
5.034213098729227909e+01,3.364915944080743770e+01,-3.421309872922790873e-01
5.180840664711632826e+01,1.242181127719234368e+01,-1.808406647116328259e+00
5.131964809384164994e+01,1.393606432506329185e+01,-1.319648093841649938e+00
5.131964809384164994e+01,1.969473277815688661e+01,-1.319648093841649938e+00
5.131964809384164994e+01,1.809287262939929164e+01,-1.319648093841649938e+00
5.180840664711632826e+01,1.305386186138066229e+01,-1.808406647116328259e+00
5.229716520039100658e+01,9.075948337426289925e+00,-2.297165200391006579e+00
5.229716520039100658e+01,9.904403508573505377e+00,-2.297165200391006579e+00
5.229716520039100658e+01,1.091554006086027684e+01,-2.297165200391006579e+00
5.474095796676441239e+01,0.000000000000000000e+00,-4.740957966764412390e+00
5.180840664711632826e+01,5.409130547947857792e+01,-1.808406647116328259e+00
5.229716520039100658e+01,2.377623705141796862e+01,-2.297165200391006579e+00
5.131964809384164994e+01,2.458117988023860079e+01,-1.319648093841649938e+00
5.229716520039100658e+01,8.492086048960938882e+00,-2.297165200391006579e+00
5.180840664711632826e+01,8.584692909889902523e+00,-1.808406647116328259e+00
5.180840664711632826e+01,1.177086978313220911e+01,-1.808406647116328259e+00
5.180840664711632826e+01,1.054272248257216482e+01,-1.808406647116328259e+00
5.229716520039100658e+01,6.532576685282029061e+00,-2.297165200391006579e+00
5.229716520039100658e+01,6.653576713916184993e+00,-2.297165200391006579e+00
5.278592375366569200e+01,3.583785988316720683e+00,-2.785923753665692004e+00
5.229716520039100658e+01,5.633047545404205714e+00,-2.297165200391006579e+00
5.180840664711632826e+01,1.161041976569994993e+01,-1.808406647116328259e+00
5.229716520039100658e+01,5.874650878964896350e+00,-2.297165200391006579e+00
5.278592375366569200e+01,3.214723498255934953e+00,-2.785923753665692004e+00
5.229716520039100658e+01,7.360832197183178494e+00,-2.297165200391006579e+00
5.180840664711632826e+01,1.305557644449846322e+01,-1.808406647116328259e+00
5.278592375366569200e+01,1.043678793325433007e+00,-2.785923753665692004e+00
5.180840664711632826e+01,3.776809458756678062e+00,-1.808406647116328259e+00
5.131964809384164994e+01,1.235854612617216830e+01,-1.319648093841649938e+00
5.131964809384164994e+01,1.034046812735473431e+01,-1.319648093841649938e+00
4.936461388074291534e+01,2.137922373229455886e+01,6.353861192570846583e-01
5.229716520039100658e+01,0.000000000000000000e+00,-2.297165200391006579e+00
5.131964809384164994e+01,3.924731358655547897e+00,-1.319648093841649938e+00
5.131964809384164994e+01,8.037173250480101672e+00,-1.319648093841649938e+00
5.131964809384164994e+01,6.626925843905179470e+00,-1.319648093841649938e+00
5.131964809384164994e+01,6.610503544489565009e+00,-1.319648093841649938e+00
5.083088954056695741e+01,9.199490204929878345e+00,-8.308895405669574075e-01
5.083088954056695741e+01,9.061552135817752429e+00,-8.308895405669574075e-01
5.180840664711632826e+01,2.852868682796849686e+00,-1.808406647116328259e+00
5.131964809384164994e+01,3.911420020433421740e+00,-1.319648093841649938e+00
5.083088954056695741e+01,9.347005077836543663e+00,-8.308895405669574075e-01
5.083088954056695741e+01,8.518296370962557873e+00,-8.308895405669574075e-01
5.131964809384164994e+01,5.317204579121437291e+00,-1.319648093841649938e+00
5.083088954056695741e+01,7.261642077879035817e+00,-8.308895405669574075e-01
5.034213098729227909e+01,1.112373093662046308e+01,-3.421309872922790873e-01
5.034213098729227909e+01,9.968502528462046541e+00,-3.421309872922790873e-01
5.083088954056695741e+01,6.840296842217417073e+00,-8.308895405669574075e-01
4.985337243401760077e+01,1.120440052628814875e+01,1.466275659823992328e-01
4.936461388074291534e+01,1.270277762295750712e+01,6.353861192570846583e-01
4.936461388074291534e+01,1.154949523308346215e+01,6.353861192570846583e-01
4.740957966764418785e+01,2.115030477206963155e+01,2.590420332355812150e+00
4.838709677419355160e+01,4.176604737089981967e+01,1.612903225806448404e+00
5.034213098729227909e+01,1.139124151065032287e+01,-3.421309872922790873e-01
4.936461388074291534e+01,3.942686399119803298e+01,6.353861192570846583e-01
4.936461388074291534e+01,3.959928437160098014e+01,6.353861192570846583e-01
4.936461388074291534e+01,3.787558394635183845e+01,6.353861192570846583e-01
4.936461388074291534e+01,3.796859216170798845e+01,6.353861192570846583e-01
4.789833822091886617e+01,6.447545661839927789e+01,2.101661779081133830e+00
4.936461388074291534e+01,3.375150656539719307e+01,6.353861192570846583e-01
5.034213098729227909e+01,2.581525915961586648e+01,-3.421309872922790873e-01
5.083088954056695741e+01,2.537732445677342596e+01,-8.308895405669574075e-01
4.887585532746822992e+01,7.070249127627731411e+01,1.124144672531770084e+00
4.887585532746822992e+01,6.852377032063871809e+01,1.124144672531770084e+00
4.985337243401760077e+01,3.854829916767803866e+01,1.466275659823992328e-01
5.034213098729227909e+01,3.789051046108851750e+01,-3.421309872922790873e-01
5.034213098729227909e+01,4.404722745220110625e+01,-3.421309872922790873e-01
4.936461388074291534e+01,6.984919522609348519e+01,6.353861192570846583e-01
5.131964809384164994e+01,7.270236659888213993e+00,-1.319648093841649938e+00
5.034213098729227909e+01,3.895675256501750994e+01,-3.421309872922790873e-01
4.985337243401760077e+01,4.252566323162952955e+01,1.466275659823992328e-01
5.034213098729227909e+01,2.841472771229913619e+01,-3.421309872922790873e-01
5.034213098729227909e+01,3.224609714860331167e+01,-3.421309872922790873e-01
4.936461388074291534e+01,5.153620268068714694e+01,6.353861192570846583e-01
5.131964809384164994e+01,5.125541060668328264e+00,-1.319648093841649938e+00
4.985337243401760077e+01,2.528792984817111389e+01,1.466275659823992328e-01
5.083088954056695741e+01,9.633907684734785093e+00,-8.308895405669574075e-01
5.083088954056695741e+01,1.092336762802985284e+01,-8.308895405669574075e-01
5.131964809384164994e+01,7.651872797629396317e+00,-1.319648093841649938e+00
5.083088954056695741e+01,1.141774271159722431e+01,-8.308895405669574075e-01
5.083088954056695741e+01,1.110452415328103726e+01,-8.308895405669574075e-01
5.083088954056695741e+01,1.061812257931024739e+01,-8.308895405669574075e-01
5.131964809384164994e+01,6.936351878639612778e+00,-1.319648093841649938e+00
5.083088954056695741e+01,1.050166880175248352e+01,-8.308895405669574075e-01
5.131964809384164994e+01,6.326598829876500574e+00,-1.319648093841649938e+00
5.131964809384164994e+01,6.628404787118892472e+00,-1.319648093841649938e+00
5.083088954056695741e+01,1.032733682159809696e+01,-8.308895405669574075e-01
5.131964809384164994e+01,5.881331314500990892e+00,-1.319648093841649938e+00
5.131964809384164994e+01,6.268275487634113574e+00,-1.319648093841649938e+00
5.131964809384164994e+01,6.633702121503533888e+00,-1.319648093841649938e+00
5.131964809384164994e+01,6.583812759654573910e+00,-1.319648093841649938e+00
5.180840664711632826e+01,3.461782162494486670e+00,-1.808406647116328259e+00
5.131964809384164994e+01,6.385958498361271829e+00,-1.319648093841649938e+00
5.180840664711632826e+01,2.935947745309186008e+00,-1.808406647116328259e+00
5.083088954056695741e+01,5.412583920317424635e+00,-8.308895405669574075e-01
5.083088954056695741e+01,5.548624826567025714e+00,-8.308895405669574075e-01
5.131964809384164994e+01,3.126154506362736729e+00,-1.319648093841649938e+00
5.083088954056695741e+01,4.745670802960968437e+00,-8.308895405669574075e-01
5.131964809384164994e+01,2.705000196266146073e+00,-1.319648093841649938e+00
5.034213098729227909e+01,3.469073925086521903e+00,-3.421309872922790873e-01
5.083088954056695741e+01,2.137023677299617841e+00,-8.308895405669574075e-01
5.083088954056695741e+01,1.521272748247480378e+00,-8.308895405669574075e-01
5.083088954056695741e+01,1.833968849209466123e+00,-8.308895405669574075e-01
5.083088954056695741e+01,1.856591401298168131e+00,-8.308895405669574075e-01
5.034213098729227909e+01,2.629101894540602391e+00,-3.421309872922790873e-01
5.083088954056695741e+01,1.618197784506535175e+00,-8.308895405669574075e-01
5.034213098729227909e+01,1.268368116378302268e+00,-3.421309872922790873e-01
5.083088954056695741e+01,9.251826081042311412e-01,-8.308895405669574075e-01
5.034213098729227909e+01,7.171377627051270243e-02,-3.421309872922790873e-01
4.985337243401760077e+01,9.684531483643330496e-01,1.466275659823992328e-01
4.985337243401760077e+01,9.557647543542461266e-01,1.466275659823992328e-01
4.936461388074291534e+01,1.201775609909988773e+00,6.353861192570846583e-01
5.131964809384164994e+01,0.000000000000000000e+00,-1.319648093841649938e+00
4.936461388074291534e+01,3.644939458171613800e-01,6.353861192570846583e-01
4.887585532746822992e+01,1.083437758193230316e+01,1.124144672531770084e+00
4.887585532746822992e+01,7.412458959039811113e+00,1.124144672531770084e+00
4.887585532746822992e+01,6.430199624638317957e+00,1.124144672531770084e+00
4.887585532746822992e+01,6.685162923788048772e+00,1.124144672531770084e+00
4.887585532746822992e+01,6.944020584516906958e+00,1.124144672531770084e+00
4.887585532746822992e+01,7.200298660270240347e+00,1.124144672531770084e+00
4.887585532746822992e+01,7.460276161457145783e+00,1.124144672531770084e+00
4.887585532746822992e+01,7.717711574951272802e+00,1.124144672531770084e+00
4.887585532746822992e+01,7.978812917249395120e+00,1.124144672531770084e+00
4.887585532746822992e+01,8.237183699121560565e+00,1.124144672531770084e+00
4.838709677419355160e+01,1.053549688056162736e+01,1.612903225806448404e+00
4.887585532746822992e+01,1.090585493043118070e+01,1.124144672531770084e+00
4.838709677419355160e+01,9.469785755267810856e+00,1.612903225806448404e+00
4.643206256109481700e+01,4.049988829590468242e+01,3.567937438905183001e+00
4.789833822091886617e+01,4.438548394084565984e+01,2.101661779081133830e+00
4.887585532746822992e+01,2.287044844116426390e+01,1.124144672531770084e+00
4.740957966764418785e+01,4.424464715142801907e+01,2.590420332355812150e+00
4.789833822091886617e+01,6.210145878882443782e+01,2.101661779081133830e+00
4.740957966764418785e+01,5.283555962150406771e+01,2.590420332355812150e+00
4.740957966764418785e+01,6.649936654543846259e+01,2.590420332355812150e+00
4.838709677419355160e+01,4.341036364622160448e+01,1.612903225806448404e+00
4.789833822091886617e+01,4.852050419345552967e+01,2.101661779081133830e+00
4.789833822091886617e+01,6.146001190477941378e+01,2.101661779081133830e+00
4.740957966764418785e+01,6.613732993781954406e+01,2.590420332355812150e+00
4.789833822091886617e+01,6.111151998921547346e+01,2.101661779081133830e+00
4.887585532746822992e+01,3.911590270766977540e+01,1.124144672531770084e+00
4.838709677419355160e+01,5.113368083059146585e+01,1.612903225806448404e+00
4.887585532746822992e+01,4.645329898497475796e+01,1.124144672531770084e+00
4.838709677419355160e+01,5.442089761997176112e+01,1.612903225806448404e+00
4.887585532746822992e+01,4.722311839794177502e+01,1.124144672531770084e+00
4.887585532746822992e+01,4.736509942473615808e+01,1.124144672531770084e+00
4.887585532746822992e+01,4.913891838140453672e+01,1.124144672531770084e+00
4.887585532746822992e+01,4.924999339273376364e+01,1.124144672531770084e+00
4.887585532746822992e+01,4.935629086379962871e+01,1.124144672531770084e+00
4.936461388074291534e+01,4.040007466927853841e+01,6.353861192570846583e-01
4.936461388074291534e+01,4.338892561980748752e+01,6.353861192570846583e-01
4.985337243401760077e+01,3.523167052981661129e+01,1.466275659823992328e-01
4.985337243401760077e+01,3.928470806866357634e+01,1.466275659823992328e-01
4.985337243401760077e+01,3.944695660131498727e+01,1.466275659823992328e-01
4.936461388074291534e+01,4.848194382192745877e+01,6.353861192570846583e-01
4.985337243401760077e+01,3.626971915201284702e+01,1.466275659823992328e-01
5.083088954056695741e+01,2.232076202959882849e+01,-8.308895405669574075e-01
4.985337243401760077e+01,4.537887982917836638e+01,1.466275659823992328e-01
4.985337243401760077e+01,3.811612018225412868e+01,1.466275659823992328e-01
5.180840664711632826e+01,4.393427308884697347e+00,-1.808406647116328259e+00
5.180840664711632826e+01,1.673570266870761714e+01,-1.808406647116328259e+00
5.229716520039100658e+01,1.032346947786831315e+01,-2.297165200391006579e+00
5.131964809384164994e+01,2.521204162707953955e+01,-1.319648093841649938e+00
5.131964809384164994e+01,2.091245364608965218e+01,-1.319648093841649938e+00
5.180840664711632826e+01,1.285745509229044359e+01,-1.808406647116328259e+00
5.131964809384164994e+01,2.153869558263035344e+01,-1.319648093841649938e+00
5.131964809384164994e+01,1.948507906502137388e+01,-1.319648093841649938e+00
5.131964809384164994e+01,1.885392276092900943e+01,-1.319648093841649938e+00
5.278592375366569200e+01,0.000000000000000000e+00,-2.785923753665692004e+00
5.180840664711632826e+01,2.903457570097622309e+01,-1.808406647116328259e+00
5.180840664711632826e+01,2.212571006290972875e+01,-1.808406647116328259e+00
5.278592375366569200e+01,1.242508576553731592e+00,-2.785923753665692004e+00
5.229716520039100658e+01,2.169958880292595182e+01,-2.297165200391006579e+00
5.229716520039100658e+01,1.677688855527091505e+01,-2.297165200391006579e+00
5.229716520039100658e+01,1.604159662387958107e+01,-2.297165200391006579e+00
5.229716520039100658e+01,1.551810796815394156e+01,-2.297165200391006579e+00
5.278592375366569200e+01,3.861295635711245122e+00,-2.785923753665692004e+00
5.180840664711632826e+01,2.875533119745328747e+01,-1.808406647116328259e+00
5.229716520039100658e+01,8.097748708448614607e+00,-2.297165200391006579e+00
5.180840664711632826e+01,2.152126923718410012e+01,-1.808406647116328259e+00
5.180840664711632826e+01,1.709871495788411266e+01,-1.808406647116328259e+00
5.180840664711632826e+01,1.650788700574994294e+01,-1.808406647116328259e+00
5.278592375366569200e+01,0.000000000000000000e+00,-2.785923753665692004e+00
5.180840664711632826e+01,3.208489874430637911e+01,-1.808406647116328259e+00
5.180840664711632826e+01,2.057595410536062630e+01,-1.808406647116328259e+00
5.180840664711632826e+01,1.971648940909262748e+01,-1.808406647116328259e+00
5.278592375366569200e+01,0.000000000000000000e+00,-2.785923753665692004e+00
5.180840664711632826e+01,3.745566013615331258e+01,-1.808406647116328259e+00
5.180840664711632826e+01,2.300939765699926554e+01,-1.808406647116328259e+00
5.180840664711632826e+01,2.210489064150412020e+01,-1.808406647116328259e+00
5.229716520039100658e+01,5.964718448477451140e+00,-2.297165200391006579e+00
5.229716520039100658e+01,1.289937114665261042e+01,-2.297165200391006579e+00
5.180840664711632826e+01,2.793613879111654086e+01,-1.808406647116328259e+00
5.229716520039100658e+01,4.235288255603806284e+00,-2.297165200391006579e+00
5.180840664711632826e+01,2.587051736646954581e+01,-1.808406647116328259e+00
5.131964809384164994e+01,3.368186346422569954e+01,-1.319648093841649938e+00
5.180840664711632826e+01,1.011699808829870406e+01,-1.808406647116328259e+00
5.131964809384164994e+01,3.175525455197835711e+01,-1.319648093841649938e+00
5.131964809384164994e+01,2.443621312496759046e+01,-1.319648093841649938e+00
5.131964809384164994e+01,2.388534722142471978e+01,-1.319648093841649938e+00
5.180840664711632826e+01,8.143415865136992338e+00,-1.808406647116328259e+00
5.131964809384164994e+01,2.974321430962859125e+01,-1.319648093841649938e+00
5.229716520039100658e+01,0.000000000000000000e+00,-2.297165200391006579e+00
5.131964809384164994e+01,3.969213240498854134e+01,-1.319648093841649938e+00
5.131964809384164994e+01,2.407137014470318448e+01,-1.319648093841649938e+00
5.278592375366569200e+01,0.000000000000000000e+00,-2.785923753665692004e+00
5.131964809384164994e+01,0.000000000000000000e+00,-2.131964809384164994e+01
5.180840664711632826e+01,0.000000000000000000e+00,-2.180840664711632826e+01
5.180840664711632826e+01,0.000000000000000000e+00,-2.180840664711632826e+01
5.180840664711632826e+01,0.000000000000000000e+00,-2.180840664711632826e+01
5.131964809384164994e+01,0.000000000000000000e+00,-2.131964809384164994e+01
5.131964809384164994e+01,0.000000000000000000e+00,-2.131964809384164994e+01
5.083088954056695741e+01,0.000000000000000000e+00,-2.083088954056695741e+01
5.083088954056695741e+01,0.000000000000000000e+00,-2.083088954056695741e+01
5.083088954056695741e+01,0.000000000000000000e+00,-2.083088954056695741e+01
5.083088954056695741e+01,0.000000000000000000e+00,-2.083088954056695741e+01
5.083088954056695741e+01,0.000000000000000000e+00,-2.083088954056695741e+01
5.083088954056695741e+01,0.000000000000000000e+00,-2.083088954056695741e+01
5.083088954056695741e+01,0.000000000000000000e+00,-2.083088954056695741e+01
5.083088954056695741e+01,0.000000000000000000e+00,-2.083088954056695741e+01
5.034213098729227909e+01,0.000000000000000000e+00,-2.034213098729227909e+01
5.034213098729227909e+01,0.000000000000000000e+00,-2.034213098729227909e+01
5.083088954056695741e+01,0.000000000000000000e+00,-2.083088954056695741e+01
5.083088954056695741e+01,0.000000000000000000e+00,-2.083088954056695741e+01
4.985337243401760077e+01,0.000000000000000000e+00,-1.985337243401760077e+01
5.034213098729227909e+01,0.000000000000000000e+00,-2.034213098729227909e+01
4.985337243401760077e+01,0.000000000000000000e+00,-1.985337243401760077e+01
4.985337243401760077e+01,0.000000000000000000e+00,-1.985337243401760077e+01
4.985337243401760077e+01,0.000000000000000000e+00,-1.985337243401760077e+01
4.936461388074291534e+01,0.000000000000000000e+00,-1.936461388074291534e+01
4.887585532746822992e+01,0.000000000000000000e+00,-1.887585532746822992e+01
