Temperature (degC), Heater (%), error
4.985337243401760077e+01,2.830418735862687640e+01,1.466275659823992328e-01
5.034213098729227909e+01,1.353161509562140807e+01,-3.421309872922790873e-01
5.229716520039100658e+01,0.000000000000000000e+00,-2.297165200391006579e+00
5.034213098729227909e+01,3.769974507544999653e+01,-3.421309872922790873e-01
5.083088954056695741e+01,8.292186686261061368e+00,-8.308895405669574075e-01
5.229716520039100658e+01,0.000000000000000000e+00,-2.297165200391006579e+00
5.034213098729227909e+01,3.797593195951446887e+01,-3.421309872922790873e-01
5.034213098729227909e+01,1.801263913823930451e+01,-3.421309872922790873e-01
5.034213098729227909e+01,1.794540251431678612e+01,-3.421309872922790873e-01
5.083088954056695741e+01,8.047716032977850986e+00,-8.308895405669574075e-01
5.034213098729227909e+01,2.268670723909755793e+01,-3.421309872922790873e-01
5.034213098729227909e+01,1.764137220499204517e+01,-3.421309872922790873e-01
5.180840664711632826e+01,0.000000000000000000e+00,-1.808406647116328259e+00
4.985337243401760077e+01,4.190143688505658304e+01,1.466275659823992328e-01
4.985337243401760077e+01,2.258736097661145337e+01,1.466275659823992328e-01
4.985337243401760077e+01,2.261701471737966074e+01,1.466275659823992328e-01
4.985337243401760077e+01,2.264577758370470306e+01,1.466275659823992328e-01
5.034213098729227909e+01,1.285727425515309363e+01,-3.421309872922790873e-01
5.180840664711632826e+01,0.000000000000000000e+00,-1.808406647116328259e+00
5.034213098729227909e+01,3.211410893670375089e+01,-3.421309872922790873e-01
5.083088954056695741e+01,7.583717703391244847e+00,-8.308895405669574075e-01
5.034213098729227909e+01,2.221888613765528930e+01,-3.421309872922790873e-01
5.034213098729227909e+01,1.732053124636599861e+01,-3.421309872922790873e-01
5.034213098729227909e+01,1.725130911773002040e+01,-3.421309872922790873e-01
5.229716520039100658e+01,0.000000000000000000e+00,-2.297165200391006579e+00
5.083088954056695741e+01,2.668953874195825193e+01,-8.308895405669574075e-01
5.034213098729227909e+01,2.200209064444863216e+01,-3.421309872922790873e-01
5.034213098729227909e+01,1.694689363072212629e+01,-3.421309872922790873e-01
5.180840664711632826e+01,0.000000000000000000e+00,-1.808406647116328259e+00
4.985337243401760077e+01,4.118787948934821941e+01,1.466275659823992328e-01
4.936461388074291534e+01,3.186245814800383158e+01,6.353861192570846583e-01
4.936461388074291534e+01,2.700487038000803963e+01,6.353861192570846583e-01
5.229716520039100658e+01,0.000000000000000000e+00,-2.297165200391006579e+00
4.985337243401760077e+01,4.631634581854409305e+01,1.466275659823992328e-01
4.887585532746822992e+01,4.211611427611290992e+01,1.124144672531770084e+00
4.985337243401760077e+01,1.273633481329542860e+01,1.466275659823992328e-01
5.180840664711632826e+01,0.000000000000000000e+00,-1.808406647116328259e+00
4.985337243401760077e+01,4.175494407156516274e+01,1.466275659823992328e-01
5.034213098729227909e+01,1.248736092500892525e+01,-3.421309872922790873e-01
5.034213098729227909e+01,1.740273776501837588e+01,-3.421309872922790873e-01
5.180840664711632826e+01,0.000000000000000000e+00,-1.808406647116328259e+00
4.985337243401760077e+01,4.166683057194661899e+01,1.466275659823992328e-01
4.985337243401760077e+01,0.000000000000000000e+00,-1.985337243401760077e+01
5.180840664711632826e+01,0.000000000000000000e+00,-2.180840664711632826e+01
4.985337243401760077e+01,0.000000000000000000e+00,-1.985337243401760077e+01
4.936461388074291534e+01,0.000000000000000000e+00,-1.936461388074291534e+01
4.936461388074291534e+01,0.000000000000000000e+00,-1.936461388074291534e+01
4.936461388074291534e+01,0.000000000000000000e+00,-1.936461388074291534e+01
4.936461388074291534e+01,0.000000000000000000e+00,-1.936461388074291534e+01
4.936461388074291534e+01,0.000000000000000000e+00,-1.936461388074291534e+01
4.936461388074291534e+01,0.000000000000000000e+00,-1.936461388074291534e+01
4.936461388074291534e+01,0.000000000000000000e+00,-1.936461388074291534e+01
4.887585532746822992e+01,0.000000000000000000e+00,-1.887585532746822992e+01
4.985337243401760077e+01,0.000000000000000000e+00,-1.985337243401760077e+01
4.985337243401760077e+01,0.000000000000000000e+00,-1.985337243401760077e+01
4.985337243401760077e+01,0.000000000000000000e+00,-1.985337243401760077e+01
4.936461388074291534e+01,0.000000000000000000e+00,-1.936461388074291534e+01
4.887585532746822992e+01,0.000000000000000000e+00,-1.887585532746822992e+01
4.936461388074291534e+01,0.000000000000000000e+00,-1.936461388074291534e+01
4.936461388074291534e+01,0.000000000000000000e+00,-1.936461388074291534e+01
4.887585532746822992e+01,0.000000000000000000e+00,-1.887585532746822992e+01
4.887585532746822992e+01,0.000000000000000000e+00,-1.887585532746822992e+01
4.887585532746822992e+01,0.000000000000000000e+00,-1.887585532746822992e+01
